初期値データ, 得意先コード１, 得意先コード２, 状態, 得意先名1, 得意先名2, 得意先名(フリガナ)1, 得意先名(フリガナ)2, 略称, 郵便番号１, 郵便番号２, 住所１, 住所２, 住所(フリガナ), 地区, TEL, FAX, 代表者氏名, ご担当者１, ご担当者２, ご担当者３, 窓口ご担当, キーマン, 営業時間(午前開始時間), 営業時間(午前開始時間), 営業時間(午前終了時間), 営業時間(午前終了時間), 営業時間(午後後開始時間), 営業時間(午後開始時間), 営業時間(午後終了時間), 営業時間(午後終了時間), 休日, 業種, 業態, 請求先コード１, 請求先コード２, 請求先名, 紹介口座先コード, 紹介口座先名, 契約担当１, 契約担当２, 回収条件, 与信限度,資本金, 取引区分, 締日, 集金日(月) , 集金日(日), 集金方法, 振込銀行, 振込名義, 口座名義, 契約年月日(年), 契約年月日(月), 契約年月日(日), 契約終了日(年), 契約終了日(月), 契約終了日(日), 契約期間, 契約更新日(年), 契約更新日(月), 契約更新日(日), 伝票発行, 納品書コメント, 請求書発行, 丸め, 消費税(課税単位), 消費税(端数区分), 設備情報等・その他, Email, URL, 代表者携帯, 直通TEL, 業態, 施設, 創業日(年), 創業日(月), 創業日(日), 取引履歴, 重要事項, お振込先口座名, 銀行/支店名, 口座番号, 巡回開始日(年), 巡回開始日(月), 巡回開始日(日), 納品書コメント(効果), 請求書送付(郵送), 経理会計窓口, 略称(フリガナ), 代表者役職, 振込銀行, 住所３, 親会社名, 親会社TEL, 親会社住所, 得意先名2, 得意先名2(フリガナ), ご担当者役職１, ご担当者役職２, ご担当者役職３, ご担当者備考, ご担当者備考, 請求書コメント, 得意先１伝票印字, 得意先２伝票印字, 親会社代表者氏名, 代行フラグ,伝票発行パターン,請求書発効パターン,担当支店,課税区分,請求先２コード１,請求先２コード２,請求先２名,口座ID ,紹介口座先CD2
,1927,0,取引中,丹治織物加工 株式会社,,ﾀﾝｼﾞｵﾘﾓﾉｶｺｳ,,丹治織物加工,615,46,京都市右京区西院西溝崎町36番地        ,,,京都市内,075-311-1882,,,,,,,,,,,,,,,,,その他,,1927,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1927,1,取引中,丹治織物加工 株式会社,,ﾀﾝｼﾞｵﾘﾓﾉｶｺｳ,,丹治織物加工,615,46,京都市右京区西院西溝崎町36番地        ,,,京都市内,075-311-1882,,,,,,,,,,,,,,,,,その他,,1927,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1928,1,取引中,京都市農業協同組合 本 店,農機具センター,JAｷｮｳﾄｼ  ,,JA京都市　農機具ｾﾝﾀｰ,615,46,京都市右京区西院西溝崎町24番地,R,,京都市内,075-314-5631,075-321-5987,,,,,,,,,,,,,,,,その他,,1928,1,,,,,,,,,掛売上,末日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1930,,取引中,株式会社 藤木友禅型製作所,,ﾌｼﾞｷﾕｳｾﾞﾝｶﾞﾀｾｲｻｸｼｮ,,藤木友禅型製作所,615,53,京都市右京区西院久保田町1番地          ,,,京都市内,075-312-2020,,,,,,,,,,,,,,,,,その他,,1930,,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1932,,取引中,藤  木,,ﾌｼﾞｷ,,藤木,615,53,京都市右京区西院久保田町11番地        ,株式会社 藤木友禅型製作所様 内     c,,京都市内,075-312-2020,,,,,,,,,,,,,,,,,その他,,1932,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,0,取引中,株式会社 中川工務店 本社,,ﾅｶｶﾞﾜｺｳﾑﾃﾝﾎﾝｼｬ,,中川工務店 本社,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-6141,075-381-6147,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,1,取引中,株式会社 中川工務店 管理部,プルーリオン椥辻,ﾅｶｶﾞﾜｺｳﾑﾃﾝｶﾝﾘﾌﾞ,,中川工務店 管理,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-1411,075-381-5755,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,2,取引中,株式会社 中川工務店 管理部,レジディア御所東,ﾅｶｶﾞﾜｺｳﾑﾃﾝｶﾝﾘﾌﾞ,,中川工務店 管理,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-1411,075-381-5755,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,3,取引中,株式会社 中川工務店 管理部,レジディア洛北,ﾅｶｶﾞﾜｺｳﾑﾃﾝｶﾝﾘﾌﾞ,,中川工務店 管理,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-1411,075-381-5755,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,4,取引中,株式会社 中川工務店 管理部,カスタリア壬生,ﾅｶｶﾞﾜｺｳﾑﾃﾝｶﾝﾘﾌﾞ,,中川工務店 管理,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-1411,075-381-5755,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,5,取引中,株式会社 中川工務店 管理部,パレスリヴェール,ﾅｶｶﾞﾜｺｳﾑﾃﾝｶﾝﾘﾌﾞ,,中川工務店 管理,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-1411,075-381-5755,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1936,6,取引中,株式会社 中川工務店 管理部,カスタリア京都西大路,ﾅｶｶﾞﾜｺｳﾑﾃﾝｶﾝﾘﾌﾞ,,中川工務店 管理,615,8224,京都市西京区上桂三ノ宮町35番地        ,⑤,,京都市内,075-381-1411,075-381-5755,,,,,,,,,,,,,,,,その他,,1936,0,,,,,,,,,掛売上,15日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1953,,取引中,サンシャイン 華,,ｻﾝｼｬｲﾝﾊﾅ ｶﾜｻｷﾁﾖｺ,,ｻﾝｼｬｲﾝ 華,612,8405,京都市伏見区深草勧進橋町50-26      ,河崎千代子 様,,京都市内,075-641-2647,,,,,,,,,,,,,,,,,その他,,1953,,,,,,,,,,掛売上,末日,翌月,5日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1958,,取引中,株式会社 高野屋貞広,,ﾀｶﾉﾔｻﾀﾞﾋﾛ,,㈱高野屋貞広      *s,601,8162,京都市南区上鳥羽塔ノ森柴東町19-1    ,s,,京都市内,075-662-6263,075-662-6268,,,,,,,,,,,,,,,,その他,,1958,,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1965,,取引中,太平設備 株式会社,,ﾀｲﾍｲｾﾂﾋﾞ,,太平設備㈱,612,8343,京都市伏見区聚楽町662-4                 ,c,,京都市内,075-611-3751,,,,,,,,,,,,,,,,,その他,,1965,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1966,,取引中,喫茶 トラヤ,,ﾄﾗﾔ,,喫茶 トラヤ,612,51,京都市伏見区墨染町741番地            ,c,,京都市内,,,,,,,,,,,,,,,,,,その他,,1966,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1979,,取引中,株式会社 川本製作所 京都支店 京都営業所,,ｶﾜﾓﾄｾｲｻｸｼｮｷｮｳﾄｼﾃﾝ,,㈱川本製作所 京都,612,8429,京都市伏見区竹田西段川原町140番地,,,京都市内,075-645-1011,075-646-2033,,,,,,,,,,,,,,,,その他,,1979,,,,,,,,,,掛売上,末日,翌月,18日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1980,,取引中,株式会社 川本製作所 滋賀営業所,,ｶﾜﾓﾄｾｲｻｸｼｮｼｶﾞｴｲｷﾞｮｳｼｮ,,㈱川本製作所 滋賀,520,3024,栗東市小柿2丁目12番4号              ,,,滋賀県,0775-53-2295,,,,,,,,,,,,,,,,,その他,,1980,,,,,,,,,,掛売上,15日,翌月,18日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1989,0,取引中,積水化学工業 株式会社,,ｾｷｽｲｶｶﾞｸｺｳｷﾞｮｳ,,積水化学工業㈱,601,8105,京都市南区上鳥羽上調子町2番地の2      ,,,京都市内,075-662-8567,075-662-8591,中尾 裕二,,,,,,,,,,,,,,,その他,,1989,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1989,1,取引中,積水化学工業 株式会社,京都技術センター･研究本館,ｾｷｽｲｶｶﾞｸｺｳｷﾞｮｳ,,積水化学工業㈱,601,8105,京都市南区上鳥羽上調子町2番地の2      ,,,京都市内,075-662-8567,075-662-8591,中尾 裕二,,,,,,,,,,,,,,,その他,,1989,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1989,2,取引中,積水化学工業 株式会社,金型材,ｾｷｽｲｶｶﾞｸｺｳｷﾞｮｳ,,積水化学工業㈱,601,8105,京都市南区上鳥羽上調子町2番地の2      ,,,京都市内,075-662-8567,075-662-8591,中尾 裕二,,,,,,,,,,,,,,,その他,,1989,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1989,3,取引中,積水化学工業 株式会社,評価試験センター,ｾｷｽｲｶｶﾞｸｺｳｷﾞｮｳ,,積水化学工業㈱,601,8105,京都市南区上鳥羽上調子町2番地の2      ,,,京都市内,075-662-8567,075-662-8591,中尾 裕二,,,,,,,,,,,,,,,その他,,1989,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1989,4,取引中,積水化学工業 株式会社,京都研修センター,ｾｷｽｲｶｶﾞｸｺｳｷﾞｮｳ,,積水化学工業㈱,601,8105,京都市南区上鳥羽上調子町2番地の2      ,,,京都市内,075-662-8567,075-662-8591,中尾 裕二,,,,,,,,,,,,,,,その他,,1989,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1997,,取引中,大島  祐司,,ｵｵｼﾏﾕｳｼﾞ,,大島  祐司,612,8291,京都市伏見区横大路天王後51,c,,京都市内,075-611-5613,,,,,,,,,,,,,,,,,その他,,1997,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2002,,取引中,株式会社 大栄製作所,,ﾀﾞｲｴｲｾｲｻｸｼｮ,,㈱大栄製作所       s,601,8121,京都市南区上鳥羽大物町26番地          ,s,,京都市内,075-672-2381,,,,,,,,,,,,,,,,,その他,,2002,,,,,,,,,,掛売上,25日,翌月,25日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2003,,取引中,クラウン工業 株式会社,,ｸﾗｳﾝｺｳｷﾞｮｳ,,クラウン工業㈱　   r,612,29,京都市伏見区深草西浦町7丁目3番地   ,r,,京都市内,075-641-1072,,,,,,,,,,,,,,,,,その他,,2003,,,,,,,,,,掛売上,末日,翌月,5日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2016,,取引中,三菱電機住環境システムズ㈱ 京滋支店,,ﾐﾂﾋﾞｼﾃﾞﾝｷｼﾞｭｳｶﾝｷｮｳｼｽﾃﾑｽﾞｹｲｼﾞｼﾃﾝ,,三菱電機住環境ｼｽﾃﾑｽﾞ,612,8424,京都市伏見区竹田東小屋ノ内町52番地    ,,,京都市内,075-602-8410,075-612-0114,,,,,,,,,,,,,,,,その他,,2016,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2017,,取引中,グランドコーポ,,ｸﾞﾗﾝﾄﾞｺｰﾎﾟ,,ｸﾞﾗﾝﾄﾞｺｰﾎﾟ　s,611,2,宇治市木幡平尾28－203　　　,山 村 義 明  様　　　⑤6，12　s,,京都市外,0774-33-4125,,,,,,,,,,,,,,,,,その他,,2017,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2019,0,取引中,明和金属工業 株式会社,,ﾒｲﾜｷﾝｿﾞｸｺｳｷﾞｮｳ,,明和金属工業㈱,592,13,大阪府高石市取石7丁目5番16号    ,,,大阪府,0722-74-1201,0722-71-6365,,,,,,,,,,,,,,,,その他,,2019,0,,,,,,,,,掛売上,末日,翌月,18日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2019,1,取引中,明和金属工業 株式会社 滋賀工場,,ﾒｲﾜｷﾝｿﾞｸｺｳｷﾞｮｳｼｶﾞ,,明和金属工業㈱滋賀,529,1600,滋賀県蒲生郡日野町北脇第二工業団地5-1,,,滋賀県,0748-53-3334,0748-53-3338,,,,,,,,,,,,,,,,その他,,2019,0,,,,,,,,,掛売上,末日,翌月,18日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2019,2,取引中,明和金属工業 株式会社 滋賀工場,新工場,ﾒｲﾜｷﾝｿﾞｸｺｳｷﾞｮｳｼｶﾞ,,明和金属工業㈱滋賀,529,1600,滋賀県蒲生郡日野町北脇第二工業団地5-1,,,滋賀県,0748-53-3334,0748-53-3338,,,,,,,,,,,,,,,,その他,,2019,0,,,,,,,,,掛売上,末日,翌月,18日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2021,0,取引中,ミカサ商事 株式会社 滋賀営業所,,ﾐｶｻｼｮｳｼﾞｼｶﾞ,,ミカサ商事㈱,527,126,東近江市大清水町519-3              ,,,滋賀県,0749-45-1877,0749-45-2489,,,,,,,,,,,,,,,,その他,,2021,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2021,1,取引中,ミカサ商事 株式会社 滋賀営業所,,ﾐｶｻｼｮｳｼﾞｼｶﾞ,,ミカサ商事㈱,527,126,東近江市大清水町519-3              ,,,滋賀県,0749-45-1877,0749-45-2489,,,,,,,,,,,,,,,,その他,,2021,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2022,,取引中,山本　操,,ﾔﾏﾓﾄ ﾐｻｵ,,山本　操,612,8476,京都市伏見区下鳥羽北三町126,c,,京都市内,075-621-4695,,,,,,,,,,,,,,,,,その他,,2022,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,0,取引中,有限会社 渓 山 閣,,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,1,取引中,有限会社 渓 山 閣,Ｂ１Ｆ大浴場横トイレ,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,2,取引中,有限会社 渓 山 閣,１Ｆ宴会場,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,3,取引中,有限会社 渓 山 閣,２Ｆ嵯峨の間,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,4,取引中,有限会社 渓 山 閣,２Ｆ客室前トイレ,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,5,取引中,有限会社 渓 山 閣,２Ｆカラオケルーム前,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,6,取引中,有限会社 渓 山 閣,２Ｆ客室前,ｹｲｻﾞﾝｶｸ,,渓山閣           ｒ1,621,33,亀岡市田野町佐伯下峠20番地の6      ,A  r,,京都市外,0771-22-0250,0771-22-3784,,,,,,,,,,,,,,,,その他,,2023,0,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2023,7,取引中,有限会社 渓 山 閣 京料理さくら,,ｹｲｻﾞﾝｶｸｻｸﾗ,,渓山閣さくら      r2,621,33,亀岡市田野町佐伯下峠20番地の6,A-1　r,,京都市外,0771-22-0250,,,,,,,,,,,,,,,,,その他,,2023,7,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2031,,取引中,株式会社 高 布 京都支店,,ﾀｶﾌ,,㈱高布京都,601,8131,京都市南区上鳥羽鴨田22-1,c,,京都市内,075-672-1781,075-681-1424,高谷 正則,,,,,,,,,,,,,,,その他,,2031,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2032,,取引中,株式会社 高 布 本社,,ﾀｶﾌ,,㈱高布 本社,601,8131,京都市南区上鳥羽鴨田22-1,c,,京都市内,075-671-7878,075-693-8250,高谷 謙次,,,,,,,,,,,,,,,その他,,2032,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2033,,取引中,大東工業 株式会社,,ﾀﾞｲﾄｳｺｳｷﾞｮｳ,,大東工業㈱,611,41,宇治市槙島町十一170番地の3         ,,,京都市外,0774-23-6221,0774-20-0788,,,,,,,,,,,,,,,,その他,,2033,,,,,,,,,,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2037,,取引中,グループホーム愛和,,ｱｲﾜ,,GH愛和,520,1,大津市蓮池町13-10,c,,大阪府,077-521-0123,,,,,,,,,,,,,,,,,その他,,2037,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2038,,取引中,松下電化サービス,,ﾏﾂｼﾀﾃﾞﾝｶｻｰﾋﾞｽ,,松下電化サービス,566,7,摂津市鳥飼西3-6-4,c,,大阪府,072-654-0875,072-654-8876,,,,,,,,,,,,,,,,その他,,2038,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2047,,取引中,株式会社 京都銀行 高野支店,,ｷｮｳﾄｷﾞﾝｺｳﾀｶﾉ,,京都銀行 高野,606,8107,京都市左京区高野東開町21番地         ,R,,京都市内,075-781-8161,,,,,,,,,,,,,,,,,その他,,2047,,,,,,,,,,掛売上,20日,同月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,2055,0,取引中,洛菱テクニカ株式会社 購買部,,ﾗｸﾘｮｳﾃｸﾆｶｺｳﾊﾞｲﾌﾞ ,,洛菱ﾃｸ 本体購買,617,8550,長岡京市馬場図所1番地                  ,⑤,,京都市外,075-958-3534,075-958-3788,明石 宏二,,,,,,,,,,,,,,,その他,,2055,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
